0.00	-0.00	0.00
0.00	0.10	0.00
0.00	0.48	0.00
0.00	0.88	0.00
0.01	1.19	0.00
0.23	1.20	0.00
0.23	1.39	0.00
0.23	1.76	0.00
0.23	2.18	0.00
0.23	2.57	0.00
0.23	2.91	0.00
0.05	2.91	0.00
-0.29	2.92	0.00
-0.29	3.11	0.00
-0.29	3.52	0.00
-0.29	3.94	0.00
-0.29	4.33	0.00
-0.29	4.69	0.00
-0.17	4.72	0.00
-0.17	4.93	0.00
-0.17	5.02	0.00
-0.17	5.32	0.00
